Feature,Importance
Age,0.6604160139949158
LengthService,0.09111442993848605
Gender_M,0.01483131151443466
DepartmentName_Bakery,0.003463615368726366
City_Vancouver,0.0034626079595892908
JobTitle_Baker,0.0033827613414603875
DepartmentName_Meats,0.0033651748238653933
JobTitle_Meat Cutter,0.00323003602457733
StoreLocation_Vancouver,0.0032213710035338167
JobTitle_Cashier,0.003202513853922117
JobTitle_Dairy Person,0.0031843532139503657
DepartmentName_Customer Service,0.003172661487414804
StoreLocation_Victoria,0.0031609525211213707
City_New Westminster,0.003152812755437023
DepartmentName_Dairy,0.0031505750610317015
DepartmentName_Produce,0.003143732312323494
JobTitle_Produce Clerk,0.0031417390435616783
City_Victoria,0.0029057656869187903
StoreLocation_New Westminster,0.002902295212951556
DepartmentName_Processed Foods,0.0028959000331197477
StoreLocation_Kelowna,0.0027964876295682485
JobTitle_Shelf Stocker,0.0027256797833037135
StoreLocation_Nanaimo,0.0026257039649515185
StoreLocation_Kamloops,0.0023562910406503537
City_Burnaby,0.0022991687425675876
City_Nanaimo,0.0022852321346786297
StoreLocation_Burnaby,0.002229378635426787
StoreLocation_Prince George,0.002188616036374784
StoreLocation_Cranbrook,0.002173698076526353
City_Kelowna,0.0021470415764639284
City_Prince George,0.002140114643636802
StoreLocation_Langley,0.0020953188219967347
City_Richmond,0.0020501100303717086
City_Langley,0.002027338719454101
City_Surrey,0.002009660756954883
StoreLocation_Surrey,0.00194339890028162
StoreLocation_Squamish,0.0018820243106862859
StoreLocation_Richmond,0.001822401135576918
StoreLocation_Vernon,0.0018208115391127036
StoreLocation_Terrace,0.0017044644093379463
StoreLocation_Trail,0.001647771335486019
City_Kamloops,0.0016436664800156303
StoreLocation_Chilliwack,0.0016383179698669045
StoreLocation_West Vancouver,0.0016318079057510942
City_North Vancouver,0.0015139598221703856
StoreLocation_Fort St John,0.001496443104866478
City_West Vancouver,0.0014640770481911727
City_Vernon,0.0014246843435612054
City_Whistler,0.0013947649566416465
City_Penticton,0.0013897035457431746
StoreLocation_North Vancouver,0.0013858587296962826
City_Campbell River,0.001379549538109596
City_Chilliwack,0.0013285211994135402
City_Fort St John,0.001310543697283294
Division_FinanceAndAccounting,0.0013104964603492689
Division_Stores,0.0013053314602479824
City_Aldergrove,0.0012637707915497216
BusinessUnit_Stores,0.0012528890712487197
City_Houston,0.0012463358890461205
City_Coquitlam,0.0011962265177313284
City_Trail,0.0011837877865878068
StoreLocation_Williams Lake,0.0011495748675350312
City_Salmon Arm,0.0011485032828044003
StoreLocation_Aldergrove,0.0011388805060342613
City_Sandspit,0.001136101345196751
StoreLocation_Quesnel,0.0011152751308895557
StoreLocation_Port Coquitlam,0.001103555565031075
City_Huntingdon,0.0010995703190030675
City_Fort Langley,0.0010895338932491803
City_New Westminister,0.0010777511773572052
JobTitle_Bakery Manager,0.0010649980572511604
City_Courtenay,0.001048602643591733
StoreLocation_New Westminister,0.001039102818369514
City_Fort Nelson,0.001038592836005703
StoreLocation_Nelson,0.0010374441392130371
City_Cranbrook,0.0010136499768734666
City_Port Alberni,0.0009420281473732625
City_Westbank,0.0009019197374865387
City_Nelson,0.0008890652694559713
City_Port Coquitlam,0.0008756341888987676
StoreLocation_Fort Nelson,0.0008735999730341221
City_Chilako River,0.0008569339221441836
City_Squamish,0.0008546921810838266
City_Terrace,0.0008376677005920584
City_Summerland,0.0008293778928624365
City_Gibsons,0.0008177186130753438
JobTitle_Produce Manager,0.0008177116621429055
City_Ucluelet,0.0008168626198796502
Division_HumanResources,0.0008082741503049066
City_Duncan,0.000804920803337085
JobTitle_Customer Service Manager,0.000785355015989221
JobTitle_Processed Foods Manager,0.0007646534714716762
City_Sooke,0.000760649902250949
City_Port Hardy,0.0007561107615533008
StoreLocation_Dawson Creek,0.0007393045531783925
City_Jaffray,0.0007338746495229324
City_Williams Lake,0.0007305878457652779
City_Smithers,0.000714322782004112
City_Merritt,0.0007128080190191515
City_Sparwood,0.0006991044537355343
City_Chetwynd,0.0006878594929722062
City_Sardis,0.0006873080603055692
City_Osoyoos,0.0006602425871029764
City_Ganges,0.0006600135454458627
City_Qualicum Beach,0.0006547344462113882
City_Lakelse Lake,0.0006545346054668545
StoreLocation_Haney,0.0006542891612271325
City_Golden,0.0006513590217799756
City_Westwold,0.0006504520822919551
City_Klemtu,0.0006503077704396817
City_Bamfield,0.0006486651170586459
City_Canal Flats,0.0006351181459126502
StoreLocation_Grand Forks,0.0006225136058521178
StoreLocation_Bella Bella,0.0006011828801737716
City_Logan Lake,0.0005956207053183588
City_Tofino,0.0005941703998970254
JobTitle_Meats Manager,0.0005867442278601775
City_Haney,0.0005784020517341606
City_Skookumchuck,0.0005773921145629644
City_Woss,0.000571420134620727
City_Gabriola Island,0.0005695194980802132
City_Rutland,0.0005664094242240163
City_Dawson Creek,0.0005558172791141748
City_Topley,0.0005530795554743026
City_Port Alice,0.0005482370168791768
City_Comox,0.0005470858500003981
City_Fernie,0.0005449405889920577
City_Invermere,0.0005438872711733904
City_Lakeview Heights,0.0005407120013186655
City_Winfield,0.0005401083557489004
City_Pritchard,0.0005375160642467339
City_Vallican,0.0005345146597750287
City_Chief Lake,0.0005266247527586359
StoreLocation_Dease Lake,0.0005261898133607725
City_Hope,0.000517243982852971
City_Decker Lake,0.0005153638576057762
StoreLocation_Princeton,0.0005130971257792849
JobTitle_Store Manager,0.0005113710652435714
City_Tappen,0.000510898692852621
City_Salmo,0.0005062245331698659
City_Revelstoke,0.0004977459462026071
City_Fort St James,0.0004916988415923653
City_Grasmere,0.0004898141665726208
City_Cassiar,0.00048405381188228977
City_Boston Bar,0.0004838510577365821
DepartmentName_Store Management,0.00047687712542390293
City_Dease Lake,0.00047349907040344864
City_Fulford Harbour,0.00047172615568796263
City_Nimpo Lake,0.00047064613120373697
City_White Rock,0.0004662709012034715
City_Genelle,0.00045732850856955546
City_Grand Forks,0.00045727905621152377
City_Kaslo,0.0004484481066778654
City_Rossland,0.0004447149109093145
City_Field,0.00044448744372619037
City_Mayne Island,0.00044437925317056335
City_Flatrock,0.00043600754428053105
City_Quesnel,0.0004349371827469513
City_Lumby,0.00043209442150144605
City_Radium Hot Springs,0.0004295415492867988
City_Sechelt,0.0004271886739471008
City_Chemainus,0.000425624817217502
DepartmentName_Executive,0.00042439141395913524
City_Willow Point,0.0004209992388181469
City_Fraser Lake,0.00041245140605650736
City_Creston,0.0004052614520408152
City_Midway,0.0004049565016671208
City_Sidney,0.000402136418021387
City_Enderby,0.0004021197006338078
City_Brackendale,0.0004020317719652854
City_Iskut,0.00039990684594843983
StoreLocation_White Rock,0.00039867465408689474
City_Fort Fraser,0.0003972138028103712
City_Kitimat,0.0003940652671107522
City_Grassy Plains,0.00038869342020454197
DepartmentName_Accounts Receiveable,0.0003834328673717529
DepartmentName_Recruitment,0.000380573417017932
City_Cumberland,0.00038047804764379376
City_Port Renfrew,0.00037886479653976576
City_Youbou,0.0003762873048392568
City_Cache Creek,0.00037614135312972417
City_Blueberry,0.0003736881894829398
City_Princeton,0.000371832839732299
City_Powell River,0.0003708100459529695
City_Port Edward,0.0003637419206134718
City_Valemount,0.00036123447364347193
City_Riske Creek,0.0003531599060110712
City_Burns Lake,0.0003530816873500178
City_Taylor,0.0003525887892944287
DepartmentName_Accounts Payable,0.00035179904752084617
JobTitle_Benefits Admin,0.00034627349717255976
City_Bougie Creek,0.00034195090085299614
City_Castlegar,0.0003391122171238316
City_Fruitvale,0.00033824899740484923
City_Sicamous,0.00033586744926209514
City_Bob Quinn Lake,0.00032901815710792654
City_Fauquier,0.00032657927548633976
City_Crawford Bay,0.00032426260008403744
JobTitle_Accounts Payable Clerk,0.0003240809016855709
StoreLocation_Pitt Meadows,0.0003172452728509946
DepartmentName_Training,0.00031584125811573015
City_Kitwanga,0.00030732568149497347
City_Pitt Meadows,0.0003043608314002129
City_Ashcroft,0.00030308853048324075
City_Clinton,0.0002975467143966142
JobTitle_Recruiter,0.00029596148350253886
City_Barriere,0.0002898720505679363
City_Oyama,0.0002870333613317057
City_Quadra Island,0.0002869798162914093
JobTitle_Labor Relations Analyst,0.00028542811614465076
City_Sayward,0.00028504207550879355
DepartmentName_Employee Records,0.00028343531843093696
City_Mission,0.0002815359332091602
City_Lake Cowichan,0.0002779379733577956
City_Hixon,0.0002765168132853446
JobTitle_Accounts Receiveable Clerk,0.0002732063260210109
DepartmentName_HR Technology,0.0002723413559093052
StoreLocation_Valemount,0.0002698695735073661
City_Good Hope Lake,0.0002697598897486578
City_Lytton,0.000265352733981529
City_Avola,0.0002636563068266494
City_Chase,0.00026048614759301077
City_Oliver,0.00025962412145939074
DepartmentName_Labor Relations,0.0002567468982727571
City_Peachland,0.0002521164251976966
City_Cobble Hill,0.00025124792985314486
JobTitle_Trainer,0.0002511645766793508
City_D'arcy,0.0002487212812294795
City_Parksville,0.0002472286700662482
City_Black Point,0.00023666240803193832
JobTitle_HRIS Analyst,0.00023576331965362806
City_Ladysmith,0.0002341671533561132
City_Vanderhoof,0.0002303176134592561
City_Okanagan Falls,0.0002296481598496832
City_Bouchie Lake,0.00022836600473533653
City_Hedley,0.00022811742054576416
City_Black Pool,0.00022282859539974505
City_Rock Creek,0.0002140340330831518
City_Balfour,0.00021258732806349122
City_Lower Post,0.00021246384967665163
City_Ocean Falls,0.00021061707510717915
DepartmentName_Audit,0.0002099063241459367
City_Sorrento,0.00020662765840956043
StoreLocation_Ocean Falls,0.00020355385217907913
City_Slocan,0.00020350126797375275
City_Montney,0.00020294920329974437
City_Toad River,0.00020070172740593365
City_Aiyansh,0.00020025170159356594
City_Union Bay,0.00019919159999360017
StoreLocation_Cortes Island,0.00019915155753017738
City_Tatla Lake,0.0001987322492274253
City_Gold Bridge,0.00019681356640082883
JobTitle_Systems Analyst,0.00019614822856829815
City_North Pender Island,0.00019486205989512683
City_Manning Park,0.00019175662394712082
JobTitle_Auditor,0.00019159472397632028
City_Granisle,0.00018970873363363222
City_Yarrow,0.00018801292098108744
City_Bowen Island,0.00018683876443171567
City_Nakusp,0.00018030726919872217
City_Greenwood,0.0001789865930934138
City_Hemlock Valley,0.0001767840925832229
City_Wynndel,0.00016817316712666332
City_Dragon Lake,0.0001677377592727895
City_Chilanko Forks,0.00016595875065911745
City_Yahk,0.00016267144345554984
City_Pemberton,0.0001621404189800958
Division_InfoTech,0.00016035158405936767
City_Tumbler Ridge,0.00015951468613794727
City_Pouce Coupe,0.0001594148671994338
City_Francois Lake,0.00015694603454934904
City_Lac La Hache,0.000155709530668927
City_Kimberley,0.00015442053415967757
City_Cortes Island,0.000153088389255449
DepartmentName_Investment,0.00015264650831759205
City_Spillimacheen,0.00015217797153404422
JobTitle_VP Finance,0.0001453484595647202
City_Bridge Lake,0.00014141966506971612
City_Horsefly,0.00013941478756671367
DepartmentName_Information Technology,0.0001386880169417525
City_Hansard,0.000138332700517699
City_Elko,0.0001376252796357572
City_Wildwood,0.00013545184720619005
City_Beaver Valley,0.0001348203816665836
City_South Slocan,0.00013433141970034497
City_Britannia Beach,0.00013242660349941748
City_Agassiz,0.00012861328140544682
City_Bella Bella,0.000125595628636893
City_Little Fort,0.00012528391281815425
City_Salmon Valley,0.0001252474271179495
JobTitle_Compensation Analyst,0.0001247085632261071
City_Fairmont Hot Springs,0.0001245193345660105
Division_Legal,0.00012450909627693694
City_Pender Harbour,0.00012338270126376256
City_Port Mcneill,0.00012236846862408922
City_Forest Grove,0.00012046801394986465
JobTitle_Legal Counsel,0.0001162991678975306
City_Oyster River,0.00011361704817168548
City_Yale,0.00010897110390891588
DepartmentName_Compensation,0.00010878690157649116
City_Douglas Lake,0.00010862967058809549
City_Seton Portage,0.00010818403163578254
City_Vananda,0.00010770058250854214
JobTitle_Investment Analyst,0.00010565387256248743
City_Mcleese Lake,0.00010448172841637268
"JobTitle_Director, HR Technology",0.00010419541657007302
City_Wells,0.00010064155738228917
"JobTitle_Director, Compensation",9.9331816002197e-05
DepartmentName_Legal,9.654128647088455e-05
City_Okanagan Mission,9.613582905364912e-05
City_Mackenzie,9.548677943980922e-05
City_Mica Creek,9.444236207681784e-05
City_Clearwater,9.343083590913369e-05
City_Spences Bridge,9.299540298496736e-05
City_Armstrong,9.10490635548643e-05
JobTitle_Corporate Lawyer,8.937616532134282e-05
City_Elkford,8.400601028784559e-05
City_Celista,8.358559526953763e-05
JobTitle_CHief Information Officer,8.3250896911479e-05
City_Vavenby,7.903889666734394e-05
City_Christina Lake,7.839027216068522e-05
"JobTitle_Director, Accounts Receivable",7.614269107542615e-05
City_Giscome,7.60563603052666e-05
City_Alexis Creek,7.576662262570427e-05
JobTitle_CEO,7.37036304046617e-05
"JobTitle_Director, Training",7.13265598997557e-05
City_Bear Lake,7.009022390799344e-05
City_Atlin,6.870083369258888e-05
City_Cluculz Lake,6.861847369297527e-05
"JobTitle_Director, Labor Relations",6.754451519869961e-05
City_Port Mellon,6.711350408817583e-05
"JobTitle_Director, Recruitment",6.559849361242442e-05
City_Rosedale,6.536177879347231e-05
City_Muncho Lake,6.279096952622188e-05
"JobTitle_Exec Assistant, Human Resources",5.841556692764177e-05
"JobTitle_Director, Audit",5.78384833807202e-05
City_Telegraph Creek,5.613444419043961e-05
City_Lillooet,5.0722599796859024e-05
City_Parson,4.9993232243470576e-05
City_Likely,4.711671170480695e-05
City_Mcbride,3.843353106717274e-05
City_Hazelton,3.842010052299274e-05
City_Keremeos,3.7128339426735424e-05
"JobTitle_Exec Assistant, Legal Counsel",3.147154542242343e-05
"JobTitle_Director, Accounts Payable",2.8982501177386885e-05
"JobTitle_Director, Accounting",2.4939458076239737e-05
"JobTitle_Director, Investments",1.9802441752141714e-05
City_Alkali Lake,1.826253272406409e-05
StoreLocation_Blue River,1.7099069982809675e-05
JobTitle_VP Stores,1.057221123200911e-05
City_Blue River,8.032127580642006e-06
JobTitle_Dairy Manager,4.876922361492389e-06
"JobTitle_Exec Assistant, Finance",4.8034854260627254e-06
"JobTitle_Director, Employee Records",0.0
"JobTitle_Exec Assistant, VP Stores",0.0
JobTitle_VP Human Resources,0.0
